date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:18:17	150832/150832	---M--	200	added ('OK')	image/jpeg	etag:%2251F98593A9BFA11D0CB33BBF02919E4B%22	https://101images.oss-ap-southeast-5.aliyuncs.com/Tambahkan%20judul%20(3).jpg	C:/My%20Web%20Sites/CopyGold888RTP/101images.oss-ap-southeast-5.aliyuncs.com/Tambahkan%20judul%20(3).jpg	(from https://gold888rtp.pics/)
14:18:17	147943/147943	---M--	200	added ('OK')	image/jpeg	etag:%22F73F72316FB8CBD22B5B9F913EAF9679%22	https://101images.oss-ap-southeast-5.aliyuncs.com/Tambahkan%20judul%20(2).jpg	C:/My%20Web%20Sites/CopyGold888RTP/101images.oss-ap-southeast-5.aliyuncs.com/Tambahkan%20judul%20(2).jpg	(from https://gold888rtp.pics/)
14:18:17	2220/2220	---M--	200	added ('OK')	image/png	date:Mon,%2010%20Jul%202023%2015:54:42%20GMT	https://gold888rtp.pics/images/icons/pg.png	C:/My%20Web%20Sites/CopyGold888RTP/gold888rtp.pics/images/icons/pg.png	(from https://gold888rtp.pics/)
14:18:18	2985/2985	---M--	200	added ('OK')	image/png	date:Mon,%2010%20Jul%202023%2015:54:42%20GMT	https://gold888rtp.pics/images/icons/jg.png	C:/My%20Web%20Sites/CopyGold888RTP/gold888rtp.pics/images/icons/jg.png	(from https://gold888rtp.pics/)
14:18:18	4267/4267	---M--	200	added ('OK')	image/png	date:Mon,%2010%20Jul%202023%2015:54:42%20GMT	https://gold888rtp.pics/images/icons/hb.png	C:/My%20Web%20Sites/CopyGold888RTP/gold888rtp.pics/images/icons/hb.png	(from https://gold888rtp.pics/)
14:18:19	4959/4959	---M--	200	added ('OK')	image/png	date:Mon,%2010%20Jul%202023%2015:54:42%20GMT	https://gold888rtp.pics/images/icons/sg.png	C:/My%20Web%20Sites/CopyGold888RTP/gold888rtp.pics/images/icons/sg.png	(from https://gold888rtp.pics/)
14:18:19	2692/2692	---M--	200	added ('OK')	image/png	date:Mon,%2010%20Jul%202023%2015:54:42%20GMT	https://gold888rtp.pics/images/icons/tg.png	C:/My%20Web%20Sites/CopyGold888RTP/gold888rtp.pics/images/icons/tg.png	(from https://gold888rtp.pics/)
14:18:19	5111/5111	---M--	200	added ('OK')	image/png	date:Mon,%2010%20Jul%202023%2015:54:42%20GMT	https://gold888rtp.pics/images/icons/mg.png	C:/My%20Web%20Sites/CopyGold888RTP/gold888rtp.pics/images/icons/mg.png	(from https://gold888rtp.pics/)
14:18:20	2194/2194	---M--	200	added ('OK')	image/png	date:Thu,%2010%20Aug%202023%2002:06:54%20GMT	https://gold888rtp.pics/images/icons/gmw.png	C:/My%20Web%20Sites/CopyGold888RTP/gold888rtp.pics/images/icons/gmw.png	(from https://gold888rtp.pics/)
14:18:20	4896/4896	---M--	200	added ('OK')	image/png	date:Wed,%2009%20Aug%202023%2004:41:10%20GMT	https://gold888rtp.pics/images/icons/ais.png	C:/My%20Web%20Sites/CopyGold888RTP/gold888rtp.pics/images/icons/ais.png	(from https://gold888rtp.pics/)
14:18:20	5615/5615	---M--	200	added ('OK')	image/png	date:Wed,%2009%20Aug%202023%2004:37:42%20GMT	https://gold888rtp.pics/images/icons/apolo.png	C:/My%20Web%20Sites/CopyGold888RTP/gold888rtp.pics/images/icons/apolo.png	(from https://gold888rtp.pics/)
14:18:21	2212/2212	---M--	200	added ('OK')	image/png	date:Wed,%2009%20Aug%202023%2004:38:56%20GMT	https://gold888rtp.pics/images/icons/bgaming.png	C:/My%20Web%20Sites/CopyGold888RTP/gold888rtp.pics/images/icons/bgaming.png	(from https://gold888rtp.pics/)
14:18:21	2434/2434	---M--	200	added ('OK')	image/png	date:Wed,%2009%20Aug%202023%2004:40:00%20GMT	https://gold888rtp.pics/images/icons/hacksaw.png	C:/My%20Web%20Sites/CopyGold888RTP/gold888rtp.pics/images/icons/hacksaw.png	(from https://gold888rtp.pics/)
14:18:22	3183/3183	---M--	200	added ('OK')	image/png	date:Wed,%2009%20Aug%202023%2004:38:20%20GMT	https://gold888rtp.pics/images/icons/advant.png	C:/My%20Web%20Sites/CopyGold888RTP/gold888rtp.pics/images/icons/advant.png	(from https://gold888rtp.pics/)
14:18:22	2533/2533	---M--	200	added ('OK')	image/png	date:Wed,%2009%20Aug%202023%2004:41:52%20GMT	https://gold888rtp.pics/images/icons/relax.png	C:/My%20Web%20Sites/CopyGold888RTP/gold888rtp.pics/images/icons/relax.png	(from https://gold888rtp.pics/)
14:18:23	4245/4245	---M--	200	added ('OK')	image/png	date:Mon,%2010%20Jul%202023%2015:54:42%20GMT	https://gold888rtp.pics/images/icons/playtech.png	C:/My%20Web%20Sites/CopyGold888RTP/gold888rtp.pics/images/icons/playtech.png	(from https://gold888rtp.pics/)
14:18:23	2828/2828	---M--	200	added ('OK')	image/png	date:Mon,%2010%20Jul%202023%2015:54:42%20GMT	https://gold888rtp.pics/images/icons/playngo.png	C:/My%20Web%20Sites/CopyGold888RTP/gold888rtp.pics/images/icons/playngo.png	(from https://gold888rtp.pics/)
14:18:23	5278/5278	---M--	200	added ('OK')	image/png	date:Mon,%2010%20Jul%202023%2015:54:42%20GMT	https://gold888rtp.pics/images/icons/skywind.png	C:/My%20Web%20Sites/CopyGold888RTP/gold888rtp.pics/images/icons/skywind.png	(from https://gold888rtp.pics/)
14:18:24	5493/5493	---M--	200	added ('OK')	image/png	date:Mon,%2010%20Jul%202023%2015:54:42%20GMT	https://gold888rtp.pics/images/icons/ygg.png	C:/My%20Web%20Sites/CopyGold888RTP/gold888rtp.pics/images/icons/ygg.png	(from https://gold888rtp.pics/)
14:18:24	3847/3847	---M--	200	added ('OK')	image/png	date:Mon,%2010%20Jul%202023%2015:54:42%20GMT	https://gold888rtp.pics/images/icons/playson.png	C:/My%20Web%20Sites/CopyGold888RTP/gold888rtp.pics/images/icons/playson.png	(from https://gold888rtp.pics/)
14:18:25	3709/3709	---M--	200	added ('OK')	image/png	date:Mon,%2010%20Jul%202023%2015:54:42%20GMT	https://gold888rtp.pics/images/icons/boom.png	C:/My%20Web%20Sites/CopyGold888RTP/gold888rtp.pics/images/icons/boom.png	(from https://gold888rtp.pics/)
14:18:25	3552/3552	---M--	200	added ('OK')	image/png	date:Mon,%2010%20Jul%202023%2015:54:42%20GMT	https://gold888rtp.pics/images/icons/booongo.png	C:/My%20Web%20Sites/CopyGold888RTP/gold888rtp.pics/images/icons/booongo.png	(from https://gold888rtp.pics/)
14:18:25	3152/3152	---M--	200	added ('OK')	image/png	date:Mon,%2010%20Jul%202023%2015:54:42%20GMT	https://gold888rtp.pics/images/icons/fastspin.png	C:/My%20Web%20Sites/CopyGold888RTP/gold888rtp.pics/images/icons/fastspin.png	(from https://gold888rtp.pics/)
14:18:26	4552/4552	---M--	200	added ('OK')	image/png	date:Mon,%2010%20Jul%202023%2015:54:42%20GMT	https://gold888rtp.pics/images/icons/cq9.png	C:/My%20Web%20Sites/CopyGold888RTP/gold888rtp.pics/images/icons/cq9.png	(from https://gold888rtp.pics/)
14:18:26	3462/3462	---M--	200	added ('OK')	image/png	date:Mon,%2010%20Jul%202023%2015:54:42%20GMT	https://gold888rtp.pics/images/icons/evoplay.png	C:/My%20Web%20Sites/CopyGold888RTP/gold888rtp.pics/images/icons/evoplay.png	(from https://gold888rtp.pics/)
14:18:26	4548/4548	---M--	200	added ('OK')	image/png	date:Mon,%2010%20Jul%202023%2015:54:42%20GMT	https://gold888rtp.pics/images/icons/playstar.png	C:/My%20Web%20Sites/CopyGold888RTP/gold888rtp.pics/images/icons/playstar.png	(from https://gold888rtp.pics/)
14:18:27	2897/2897	---M--	200	added ('OK')	image/png	date:Mon,%2010%20Jul%202023%2015:54:42%20GMT	https://gold888rtp.pics/images/icons/nolimit.png	C:/My%20Web%20Sites/CopyGold888RTP/gold888rtp.pics/images/icons/nolimit.png	(from https://gold888rtp.pics/)
14:18:27	4997/4997	---M--	200	added ('OK')	image/png	date:Mon,%2010%20Jul%202023%2015:54:42%20GMT	https://gold888rtp.pics/images/icons/mancala.png	C:/My%20Web%20Sites/CopyGold888RTP/gold888rtp.pics/images/icons/mancala.png	(from https://gold888rtp.pics/)
14:18:27	4528/4528	---M--	200	added ('OK')	image/png	date:Mon,%2010%20Jul%202023%2015:54:42%20GMT	https://gold888rtp.pics/images/icons/eagaming.png	C:/My%20Web%20Sites/CopyGold888RTP/gold888rtp.pics/images/icons/eagaming.png	(from https://gold888rtp.pics/)
14:18:28	7385/7385	---M--	200	added ('OK')	image/png	date:Mon,%2010%20Jul%202023%2015:54:42%20GMT	https://gold888rtp.pics/images/icons/redtiger.png	C:/My%20Web%20Sites/CopyGold888RTP/gold888rtp.pics/images/icons/redtiger.png	(from https://gold888rtp.pics/)
14:18:28	2711/2711	---M--	200	added ('OK')	image/png	date:Mon,%2010%20Jul%202023%2015:54:42%20GMT	https://gold888rtp.pics/images/icons/netent.png	C:/My%20Web%20Sites/CopyGold888RTP/gold888rtp.pics/images/icons/netent.png	(from https://gold888rtp.pics/)
14:18:29	4100/4100	---M--	200	added ('OK')	image/png	date:Mon,%2010%20Jul%202023%2015:54:42%20GMT	https://gold888rtp.pics/images/icons/sbo.png	C:/My%20Web%20Sites/CopyGold888RTP/gold888rtp.pics/images/icons/sbo.png	(from https://gold888rtp.pics/)
14:18:29	4126/4126	---M--	200	added ('OK')	image/png	date:Mon,%2010%20Jul%202023%2015:54:42%20GMT	https://gold888rtp.pics/images/icons/dragoon.png	C:/My%20Web%20Sites/CopyGold888RTP/gold888rtp.pics/images/icons/dragoon.png	(from https://gold888rtp.pics/)
14:18:30	3131/3131	---M--	200	added ('OK')	image/png	date:Mon,%2010%20Jul%202023%2015:54:42%20GMT	https://gold888rtp.pics/images/icons/kagaming.png	C:/My%20Web%20Sites/CopyGold888RTP/gold888rtp.pics/images/icons/kagaming.png	(from https://gold888rtp.pics/)
14:18:30	3530/3530	---M--	200	added ('OK')	image/png	date:Mon,%2010%20Jul%202023%2015:54:42%20GMT	https://gold888rtp.pics/images/icons/nagagames.png	C:/My%20Web%20Sites/CopyGold888RTP/gold888rtp.pics/images/icons/nagagames.png	(from https://gold888rtp.pics/)
14:18:30	1988/1988	---M--	200	added ('OK')	image/png	date:Mon,%2010%20Jul%202023%2015:54:42%20GMT	https://gold888rtp.pics/images/icons/reevo.png	C:/My%20Web%20Sites/CopyGold888RTP/gold888rtp.pics/images/icons/reevo.png	(from https://gold888rtp.pics/)
14:18:31	2868/2868	---M--	200	added ('OK')	image/png	date:Mon,%2010%20Jul%202023%2015:54:42%20GMT	https://gold888rtp.pics/images/icons/fachai.png	C:/My%20Web%20Sites/CopyGold888RTP/gold888rtp.pics/images/icons/fachai.png	(from https://gold888rtp.pics/)
14:18:31	3030/3030	---M--	200	added ('OK')	image/png	date:Wed,%2009%20Aug%202023%2004:39:34%20GMT	https://gold888rtp.pics/images/icons/jili.png	C:/My%20Web%20Sites/CopyGold888RTP/gold888rtp.pics/images/icons/jili.png	(from https://gold888rtp.pics/)
14:18:32	2293/2293	---M--	200	added ('OK')	image/png	date:Sun,%2008%20Oct%202023%2016:51:10%20GMT	https://gold888rtp.pics/images/icons/568win.png	C:/My%20Web%20Sites/CopyGold888RTP/gold888rtp.pics/images/icons/568win.png	(from https://gold888rtp.pics/)
14:18:32	3522/3522	---M--	200	added ('OK')	image/png	date:Wed,%2009%20Aug%202023%2004:40:22%20GMT	https://gold888rtp.pics/images/icons/jdb.png	C:/My%20Web%20Sites/CopyGold888RTP/gold888rtp.pics/images/icons/jdb.png	(from https://gold888rtp.pics/)
14:18:33	977/977	---MCZ	200	added ('OK')	image/svg+xml	date:Mon,%2010%20Jul%202023%2015:54:42%20GMT	https://gold888rtp.pics/images/loading.svg	C:/My%20Web%20Sites/CopyGold888RTP/gold888rtp.pics/images/loading.svg	(from https://gold888rtp.pics/)
14:18:34	87464/87464	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2010%20Jul%202023%2015:54:42%20GMT	https://gold888rtp.pics/js/jquery-3.7.0.min.js	C:/My%20Web%20Sites/CopyGold888RTP/gold888rtp.pics/js/jquery-3.7.0.min.js	(from https://gold888rtp.pics/)
14:18:34	60410/60410	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2010%20Jul%202023%2015:54:42%20GMT	https://gold888rtp.pics/js/bootstrap.min.js	C:/My%20Web%20Sites/CopyGold888RTP/gold888rtp.pics/js/bootstrap.min.js	(from https://gold888rtp.pics/)
14:18:35	5024/5024	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2010%20Jul%202023%2015:54:42%20GMT	https://gold888rtp.pics/js/jquery.lazy.min.js	C:/My%20Web%20Sites/CopyGold888RTP/gold888rtp.pics/js/jquery.lazy.min.js	(from https://gold888rtp.pics/)
14:18:35	140562/140562	---M-Z	200	added ('OK')	application/javascript	etag:W/%2222512-6lnzeyMttt7iaUB4vyHhU6CbrN0%22	https://cdn.jsdelivr.net/npm/swiper@9/swiper-bundle.min.js	C:/My%20Web%20Sites/CopyGold888RTP/cdn.jsdelivr.net/npm/swiper@9/swiper-bundle.min.js	(from https://gold888rtp.pics/)
14:18:36	620252/620252	---MCZ	200	added ('OK')	text/javascript	date:Fri,%2027%20Oct%202023%2001:51:04%20GMT	https://gold888rtp.pics/js/rtp.js	C:/My%20Web%20Sites/CopyGold888RTP/gold888rtp.pics/js/rtp.js	(from https://gold888rtp.pics/)
14:18:36	162168/162168	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22a71f399309fea3a210719bbfdcad2610%22	https://cdn.lineicons.com/4.0/fonts/lineicons.eot	C:/My%20Web%20Sites/CopyGold888RTP/cdn.lineicons.com/4.0/fonts/lineicons.eot	(from https://cdn.lineicons.com/4.0/lineicons.css)
14:18:37	72248/72248	---M--	200	added ('OK')	font/woff2	etag:%22863ff654fc8fbc3636c34fdac10d71d5%22	https://cdn.lineicons.com/4.0/fonts/lineicons.woff2	C:/My%20Web%20Sites/CopyGold888RTP/cdn.lineicons.com/4.0/fonts/lineicons.woff2	(from https://cdn.lineicons.com/4.0/lineicons.css)
14:18:37	88488/88488	---M--	200	added ('OK')	font/woff	etag:%224b553ad69bc918a4d8c8dd3728dc3173%22	https://cdn.lineicons.com/4.0/fonts/lineicons.woff	C:/My%20Web%20Sites/CopyGold888RTP/cdn.lineicons.com/4.0/fonts/lineicons.woff	(from https://cdn.lineicons.com/4.0/lineicons.css)
14:18:37	161996/161996	---MCZ	200	added ('OK')	font/ttf	etag:W/%22d2a63523932f9ec29cdaa33c8c442a51%22	https://cdn.lineicons.com/4.0/fonts/lineicons.ttf	C:/My%20Web%20Sites/CopyGold888RTP/cdn.lineicons.com/4.0/fonts/lineicons.ttf	(from https://cdn.lineicons.com/4.0/lineicons.css)
14:18:38	778401/778401	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22570cd5b385087a6930c6f9c82468ae92%22	https://cdn.lineicons.com/4.0/fonts/lineicons.svg	C:/My%20Web%20Sites/CopyGold888RTP/cdn.lineicons.com/4.0/fonts/lineicons.svg	(from https://cdn.lineicons.com/4.0/lineicons.css)
14:18:38	14064/14064	---M--	200	added ('OK')	image/gif	date:Mon,%2010%20Jul%202023%2015:54:42%20GMT	https://gold888rtp.pics/images/top.gif	C:/My%20Web%20Sites/CopyGold888RTP/gold888rtp.pics/images/top.gif	(from https://gold888rtp.pics/css/rtp-dark.css)
14:18:39	14252/14252	---M--	200	added ('OK')	image/gif	date:Mon,%2010%20Jul%202023%2015:54:42%20GMT	https://gold888rtp.pics/images/hot.gif	C:/My%20Web%20Sites/CopyGold888RTP/gold888rtp.pics/images/hot.gif	(from https://gold888rtp.pics/css/rtp-dark.css)
14:18:39	25/25	---M--	200	added ('OK')	text/plain	etag:%229a06ae643736c5f8898760f960ebef78%22	https://cdn.lineicons.com/robots.txt		(from https://cdn.lineicons.com/4.0/lineicons.css)
